,b,f,n,snr,variable,value,Error Type,Segmentation Method,Signal to Noise Ratio,Error Rate
1381,48,200,11,13.8181818182,two_means_ce,0.99823946,Object Count Error,two_means,13.8181818182,0.99823946
1382,21,236,6,35.8333333333,two_means_ce,0.9051322,Object Count Error,two_means,35.8333333333,0.9051322
1383,9,210,10,20.1,two_means_ce,-9.180723,Object Count Error,two_means,20.1,-9.180723
1384,1,217,18,12.0,two_means_ce,0.27272728,Object Count Error,two_means,12.0,0.27272728
1385,38,176,8,17.25,two_means_ce,1.0,Object Count Error,two_means,17.25,1.0
1386,12,125,15,7.53333333333,two_means_ce,-8.616776,Object Count Error,two_means,7.53333333333,-8.616776
1387,37,149,25,4.48,two_means_ce,-7.020443,Object Count Error,two_means,4.48,-7.020443
1388,49,225,10,17.6,two_means_ce,1.0,Object Count Error,two_means,17.6,1.0
1389,19,217,5,39.6,two_means_ce,0.9606164,Object Count Error,two_means,39.6,0.9606164
1390,50,212,14,11.5714285714,two_means_ce,0.95883363,Object Count Error,two_means,11.5714285714,0.95883363
1391,45,141,7,13.7142857143,two_means_ce,1.0,Object Count Error,two_means,13.7142857143,1.0
1392,22,115,22,4.22727272727,two_means_ce,-9.484026,Object Count Error,two_means,4.22727272727,-9.484026
1393,14,117,20,5.15,two_means_ce,-8.186357,Object Count Error,two_means,5.15,-8.186357
1394,20,141,23,5.26086956522,two_means_ce,-9.641791,Object Count Error,two_means,5.26086956522,-9.641791
1395,8,204,15,13.0666666667,two_means_ce,-4.805743,Object Count Error,two_means,13.0666666667,-4.805743
1396,32,193,15,10.7333333333,two_means_ce,-1.6960133,Object Count Error,two_means,10.7333333333,-1.6960133
1397,35,160,7,17.8571428571,two_means_ce,1.0,Object Count Error,two_means,17.8571428571,1.0
1398,6,197,22,8.68181818182,two_means_ce,-1.6344937,Object Count Error,two_means,8.68181818182,-1.6344937
1399,16,113,5,19.4,two_means_ce,0.6871795,Object Count Error,two_means,19.4,0.6871795
1400,50,144,6,15.6666666667,two_means_ce,1.0,Object Count Error,two_means,15.6666666667,1.0
1401,4,218,6,35.6666666667,two_means_ce,-4.646643,Object Count Error,two_means,35.6666666667,-4.646643
1402,6,61,11,5.0,two_means_ce,-4.967213,Object Count Error,two_means,5.0,-4.967213
1403,13,83,17,4.11764705882,two_means_ce,-9.095159,Object Count Error,two_means,4.11764705882,-9.095159
1404,26,201,24,7.29166666667,two_means_ce,-10.349206,Object Count Error,two_means,7.29166666667,-10.349206
1405,20,175,17,9.11764705882,two_means_ce,-9.263243,Object Count Error,two_means,9.11764705882,-9.263243
1406,4,151,15,9.8,two_means_ce,-1.1078767,Object Count Error,two_means,9.8,-1.1078767
1407,14,127,8,14.125,two_means_ce,-5.7653723,Object Count Error,two_means,14.125,-5.7653723
1408,7,166,10,15.9,two_means_ce,-6.434926,Object Count Error,two_means,15.9,-6.434926
1409,22,192,22,7.72727272727,two_means_ce,-9.51057,Object Count Error,two_means,7.72727272727,-9.51057
1410,25,237,5,42.4,two_means_ce,1.0,Object Count Error,two_means,42.4,1.0
1411,50,179,16,8.0625,two_means_ce,0.7891986,Object Count Error,two_means,8.0625,0.7891986
1412,47,191,9,16.0,two_means_ce,1.0,Object Count Error,two_means,16.0,1.0
1413,23,179,21,7.42857142857,two_means_ce,-10.020373,Object Count Error,two_means,7.42857142857,-10.020373
1414,10,128,18,6.55555555556,two_means_ce,-5.717073,Object Count Error,two_means,6.55555555556,-5.717073
1415,36,176,13,10.7692307692,two_means_ce,0.38308457,Object Count Error,two_means,10.7692307692,0.38308457
1416,21,113,19,4.84210526316,two_means_ce,-9.785714,Object Count Error,two_means,4.84210526316,-9.785714
1417,50,202,25,6.08,two_means_ce,-2.1237624,Object Count Error,two_means,6.08,-2.1237624
1418,24,92,8,8.5,two_means_ce,0.61986303,Object Count Error,two_means,8.5,0.61986303
1419,23,88,11,5.90909090909,two_means_ce,-2.3303888,Object Count Error,two_means,5.90909090909,-2.3303888
1420,13,64,19,2.68421052632,two_means_ce,-8.20934,Object Count Error,two_means,2.68421052632,-8.20934
1421,21,180,22,7.22727272727,two_means_ce,-10.137931,Object Count Error,two_means,7.22727272727,-10.137931
1422,1,210,8,26.125,two_means_ce,0.19467553,Object Count Error,two_means,26.125,0.19467553
1423,6,60,22,2.45454545455,two_means_ce,-2.625213,Object Count Error,two_means,2.45454545455,-2.625213
1424,7,217,16,13.125,two_means_ce,-3.7112677,Object Count Error,two_means,13.125,-3.7112677
1425,26,200,6,29.0,two_means_ce,0.9947183,Object Count Error,two_means,29.0,0.9947183
1426,17,122,15,7.0,two_means_ce,-10.112847,Object Count Error,two_means,7.0,-10.112847
1427,32,151,8,14.875,two_means_ce,0.98688525,Object Count Error,two_means,14.875,0.98688525
1428,29,188,12,13.25,two_means_ce,-0.49918434,Object Count Error,two_means,13.25,-0.49918434
1429,20,204,21,8.7619047619,two_means_ce,-9.732442,Object Count Error,two_means,8.7619047619,-9.732442
1430,6,237,8,28.875,two_means_ce,-6.698176,Object Count Error,two_means,28.875,-6.698176
1431,16,131,21,5.47619047619,two_means_ce,-8.502471,Object Count Error,two_means,5.47619047619,-8.502471
1432,1,163,8,20.25,two_means_ce,0.25082508,Object Count Error,two_means,20.25,0.25082508
1433,22,68,5,9.2,two_means_ce,0.99830794,Object Count Error,two_means,9.2,0.99830794
1434,16,222,9,22.8888888889,two_means_ce,-5.855615,Object Count Error,two_means,22.8888888889,-5.855615
1435,23,153,11,11.8181818182,two_means_ce,-2.3432837,Object Count Error,two_means,11.8181818182,-2.3432837
1436,32,119,9,9.66666666667,two_means_ce,0.9563025,Object Count Error,two_means,9.66666666667,0.9563025
1437,48,136,22,4.0,two_means_ce,-1.087344,Object Count Error,two_means,4.0,-1.087344
1438,45,156,21,5.28571428571,two_means_ce,-1.3754045,Object Count Error,two_means,5.28571428571,-1.3754045
1439,36,230,23,8.4347826087,two_means_ce,-6.423345,Object Count Error,two_means,8.4347826087,-6.423345
1440,6,170,23,7.13043478261,two_means_ce,-1.663763,Object Count Error,two_means,7.13043478261,-1.663763
1441,26,157,22,5.95454545455,two_means_ce,-9.48199,Object Count Error,two_means,5.95454545455,-9.48199
1442,47,198,22,6.86363636364,two_means_ce,-1.6509598,Object Count Error,two_means,6.86363636364,-1.6509598
1443,20,229,8,26.125,two_means_ce,-0.5402685,Object Count Error,two_means,26.125,-0.5402685
1444,28,180,10,15.2,two_means_ce,0.44952682,Object Count Error,two_means,15.2,0.44952682
1445,19,137,6,19.6666666667,two_means_ce,0.74161077,Object Count Error,two_means,19.6666666667,0.74161077
1446,10,225,22,9.77272727273,two_means_ce,-4.2052546,Object Count Error,two_means,9.77272727273,-4.2052546
1447,11,106,23,4.13043478261,two_means_ce,-5.3880596,Object Count Error,two_means,4.13043478261,-5.3880596
1448,34,225,19,10.0526315789,two_means_ce,-4.2417765,Object Count Error,two_means,10.0526315789,-4.2417765
1449,17,140,16,7.6875,two_means_ce,-9.993209,Object Count Error,two_means,7.6875,-9.993209
1450,32,230,7,28.2857142857,two_means_ce,1.0,Object Count Error,two_means,28.2857142857,1.0
1451,5,100,25,3.8,two_means_ce,-1.3086207,Object Count Error,two_means,3.8,-1.3086207
1452,4,107,9,11.4444444444,two_means_ce,-2.3161397,Object Count Error,two_means,11.4444444444,-2.3161397
1453,7,156,16,9.3125,two_means_ce,-3.5877342,Object Count Error,two_means,9.3125,-3.5877342
1454,8,98,17,5.29411764706,two_means_ce,-4.6954226,Object Count Error,two_means,5.29411764706,-4.6954226
1455,38,130,17,5.41176470588,two_means_ce,-1.2535211,Object Count Error,two_means,5.41176470588,-1.2535211
1456,8,217,22,9.5,two_means_ce,-2.8697917,Object Count Error,two_means,9.5,-2.8697917
1457,6,132,12,10.5,two_means_ce,-4.0262294,Object Count Error,two_means,10.5,-4.0262294
1458,39,138,19,5.21052631579,two_means_ce,-2.0,Object Count Error,two_means,5.21052631579,-2.0
1459,47,170,25,4.92,two_means_ce,-3.0986621,Object Count Error,two_means,4.92,-3.0986621
1460,34,158,6,20.6666666667,two_means_ce,1.0,Object Count Error,two_means,20.6666666667,1.0
1461,2,217,18,11.9444444444,two_means_ce,-0.0032948928,Object Count Error,two_means,11.9444444444,-0.0032948928
1462,31,117,9,9.55555555556,two_means_ce,0.93564355,Object Count Error,two_means,9.55555555556,0.93564355
1463,24,221,12,16.4166666667,two_means_ce,-2.9712353,Object Count Error,two_means,16.4166666667,-2.9712353
1464,50,102,8,6.5,two_means_ce,1.0,Object Count Error,two_means,6.5,1.0
1465,43,218,15,11.6666666667,two_means_ce,0.5953565,Object Count Error,two_means,11.6666666667,0.5953565
1466,22,94,12,6.0,two_means_ce,-4.137815,Object Count Error,two_means,6.0,-4.137815
1467,20,206,6,31.0,two_means_ce,0.8092692,Object Count Error,two_means,31.0,0.8092692
1468,42,175,24,5.54166666667,two_means_ce,-4.2006474,Object Count Error,two_means,5.54166666667,-4.2006474
1469,39,172,24,5.54166666667,two_means_ce,-5.738676,Object Count Error,two_means,5.54166666667,-5.738676
1470,10,73,16,3.9375,two_means_ce,-7.8885016,Object Count Error,two_means,3.9375,-7.8885016
1471,12,166,6,25.6666666667,two_means_ce,-4.084048,Object Count Error,two_means,25.6666666667,-4.084048
1472,3,205,7,28.8571428571,two_means_ce,-1.2111692,Object Count Error,two_means,28.8571428571,-1.2111692
1473,11,186,7,25.0,two_means_ce,-7.9479866,Object Count Error,two_means,25.0,-7.9479866
1474,4,59,19,2.89473684211,two_means_ce,-1.4305993,Object Count Error,two_means,2.89473684211,-1.4305993
1475,25,122,5,19.4,two_means_ce,1.0,Object Count Error,two_means,19.4,1.0
1476,13,199,13,14.3076923077,two_means_ce,-9.594417,Object Count Error,two_means,14.3076923077,-9.594417
1477,2,184,6,30.3333333333,two_means_ce,-0.1708126,Object Count Error,two_means,30.3333333333,-0.1708126
1478,45,155,20,5.5,two_means_ce,-0.9819079,Object Count Error,two_means,5.5,-0.9819079
1479,40,197,11,14.2727272727,two_means_ce,0.9677419,Object Count Error,two_means,14.2727272727,0.9677419
1480,40,118,6,13.0,two_means_ce,1.0,Object Count Error,two_means,13.0,1.0
1481,47,137,22,4.09090909091,two_means_ce,-1.4947368,Object Count Error,two_means,4.09090909091,-1.4947368
1482,47,184,24,5.70833333333,two_means_ce,-2.6655052,Object Count Error,two_means,5.70833333333,-2.6655052
1483,50,220,11,15.4545454545,two_means_ce,1.0,Object Count Error,two_means,15.4545454545,1.0
1484,21,69,14,3.42857142857,two_means_ce,-6.585198,Object Count Error,two_means,3.42857142857,-6.585198
1485,35,232,5,39.4,two_means_ce,1.0,Object Count Error,two_means,39.4,1.0
1486,14,131,14,8.35714285714,two_means_ce,-10.208621,Object Count Error,two_means,8.35714285714,-10.208621
1487,1,173,8,21.5,two_means_ce,0.31715772,Object Count Error,two_means,21.5,0.31715772
1488,40,91,21,2.42857142857,two_means_ce,-2.6539102,Object Count Error,two_means,2.42857142857,-2.6539102
1489,26,161,11,12.2727272727,two_means_ce,-1.0054644,Object Count Error,two_means,12.2727272727,-1.0054644
1490,39,83,22,2.0,two_means_ce,-3.5986733,Object Count Error,two_means,2.0,-3.5986733
1491,2,144,21,6.7619047619,two_means_ce,-0.12908778,Object Count Error,two_means,6.7619047619,-0.12908778
1492,50,146,17,5.64705882353,two_means_ce,0.738255,Object Count Error,two_means,5.64705882353,0.738255
1493,8,240,10,23.2,two_means_ce,-8.34983,Object Count Error,two_means,23.2,-8.34983
1494,27,92,7,9.28571428571,two_means_ce,0.98372513,Object Count Error,two_means,9.28571428571,0.98372513
1495,2,158,25,6.24,two_means_ce,-0.021922428,Object Count Error,two_means,6.24,-0.021922428
1496,19,194,12,14.5833333333,two_means_ce,-6.5108876,Object Count Error,two_means,14.5833333333,-6.5108876
1497,15,97,18,4.55555555556,two_means_ce,-10.305454,Object Count Error,two_means,4.55555555556,-10.305454
1498,25,231,21,9.80952380952,two_means_ce,-9.250412,Object Count Error,two_means,9.80952380952,-9.250412
1499,38,97,11,5.36363636364,two_means_ce,0.95424837,Object Count Error,two_means,5.36363636364,0.95424837
1500,27,177,22,6.81818181818,two_means_ce,-9.20707,Object Count Error,two_means,6.81818181818,-9.20707
1501,49,175,17,7.41176470588,two_means_ce,0.6188811,Object Count Error,two_means,7.41176470588,0.6188811
1502,48,126,16,4.875,two_means_ce,0.7373737,Object Count Error,two_means,4.875,0.7373737
1503,22,110,5,17.6,two_means_ce,0.99642855,Object Count Error,two_means,17.6,0.99642855
1504,14,239,18,12.5,two_means_ce,-9.122164,Object Count Error,two_means,12.5,-9.122164
1505,17,105,20,4.4,two_means_ce,-9.818339,Object Count Error,two_means,4.4,-9.818339
1506,8,183,16,10.9375,two_means_ce,-4.6101694,Object Count Error,two_means,10.9375,-4.6101694
1507,50,236,14,13.2857142857,two_means_ce,0.9472789,Object Count Error,two_means,13.2857142857,0.9472789
1508,12,208,8,24.5,two_means_ce,-9.073608,Object Count Error,two_means,24.5,-9.073608
1509,42,87,12,3.75,two_means_ce,0.962963,Object Count Error,two_means,3.75,0.962963
1510,2,239,9,26.3333333333,two_means_ce,-0.114583336,Object Count Error,two_means,26.3333333333,-0.114583336
1511,11,187,10,17.6,two_means_ce,-10.478873,Object Count Error,two_means,17.6,-10.478873
1512,48,111,18,3.5,two_means_ce,0.46345258,Object Count Error,two_means,3.5,0.46345258
1513,39,85,24,1.91666666667,two_means_ce,-5.134251,Object Count Error,two_means,1.91666666667,-5.134251
1514,42,144,17,6.0,two_means_ce,-0.14610389,Object Count Error,two_means,6.0,-0.14610389
1515,18,176,23,6.86956521739,two_means_ce,-9.235294,Object Count Error,two_means,6.86956521739,-9.235294
1516,9,170,12,13.4166666667,two_means_ce,-7.6611843,Object Count Error,two_means,13.4166666667,-7.6611843
1517,29,215,12,15.5,two_means_ce,-0.5945485,Object Count Error,two_means,15.5,-0.5945485
1518,19,104,14,6.07142857143,two_means_ce,-8.245033,Object Count Error,two_means,6.07142857143,-8.245033
1519,17,199,22,8.27272727273,two_means_ce,-8.933219,Object Count Error,two_means,8.27272727273,-8.933219
1520,17,239,22,10.0909090909,two_means_ce,-9.126929,Object Count Error,two_means,10.0909090909,-9.126929
1521,31,226,14,13.9285714286,two_means_ce,-1.4595959,Object Count Error,two_means,13.9285714286,-1.4595959
1522,22,143,21,5.7619047619,two_means_ce,-9.477635,Object Count Error,two_means,5.7619047619,-9.477635
1523,21,186,23,7.17391304348,two_means_ce,-9.632279,Object Count Error,two_means,7.17391304348,-9.632279
1524,22,135,24,4.70833333333,two_means_ce,-9.8109455,Object Count Error,two_means,4.70833333333,-9.8109455
1525,26,238,24,8.83333333333,two_means_ce,-9.908784,Object Count Error,two_means,8.83333333333,-9.908784
1526,19,76,17,3.35294117647,two_means_ce,-9.4651165,Object Count Error,two_means,3.35294117647,-9.4651165
1527,2,217,17,12.6470588235,two_means_ce,0.028333334,Object Count Error,two_means,12.6470588235,0.028333334
1528,12,199,12,15.5833333333,two_means_ce,-9.175632,Object Count Error,two_means,15.5833333333,-9.175632
1529,5,207,25,8.08,two_means_ce,-0.84102565,Object Count Error,two_means,8.08,-0.84102565
1530,47,236,23,8.21739130435,two_means_ce,-2.1868513,Object Count Error,two_means,8.21739130435,-2.1868513
1531,43,149,18,5.88888888889,two_means_ce,-0.4204947,Object Count Error,two_means,5.88888888889,-0.4204947
1532,14,172,17,9.29411764706,two_means_ce,-8.87541,Object Count Error,two_means,9.29411764706,-8.87541
1533,15,123,19,5.68421052632,two_means_ce,-8.959933,Object Count Error,two_means,5.68421052632,-8.959933
1534,2,102,24,4.16666666667,two_means_ce,-0.32804233,Object Count Error,two_means,4.16666666667,-0.32804233
1535,25,125,18,5.55555555556,two_means_ce,-7.6773677,Object Count Error,two_means,5.55555555556,-7.6773677
1536,12,224,8,26.5,two_means_ce,-8.275685,Object Count Error,two_means,26.5,-8.275685
1537,38,204,24,6.91666666667,two_means_ce,-5.852751,Object Count Error,two_means,6.91666666667,-5.852751
1538,6,185,17,10.5294117647,two_means_ce,-2.196046,Object Count Error,two_means,10.5294117647,-2.196046
1539,29,116,24,3.625,two_means_ce,-8.491056,Object Count Error,two_means,3.625,-8.491056
1540,1,240,24,9.95833333333,two_means_ce,0.19141324,Object Count Error,two_means,9.95833333333,0.19141324
1541,38,210,24,7.16666666667,two_means_ce,-6.273519,Object Count Error,two_means,7.16666666667,-6.273519
1542,36,216,9,20.0,two_means_ce,0.99655765,Object Count Error,two_means,20.0,0.99655765
1543,31,188,23,6.82608695652,two_means_ce,-8.584041,Object Count Error,two_means,6.82608695652,-8.584041
1544,4,220,25,8.64,two_means_ce,-0.4585366,Object Count Error,two_means,8.64,-0.4585366
1545,2,147,17,8.52941176471,two_means_ce,-0.07296849,Object Count Error,two_means,8.52941176471,-0.07296849
1546,14,214,5,40.0,two_means_ce,0.014950166,Object Count Error,two_means,40.0,0.014950166
1547,30,89,14,4.21428571429,two_means_ce,-1.2722772,Object Count Error,two_means,4.21428571429,-1.2722772
1548,5,203,6,33.0,two_means_ce,-7.3938355,Object Count Error,two_means,33.0,-7.3938355
1549,9,159,24,6.25,two_means_ce,-3.4646642,Object Count Error,two_means,6.25,-3.4646642
1550,41,205,7,23.4285714286,two_means_ce,1.0,Object Count Error,two_means,23.4285714286,1.0
1551,23,209,15,12.4,two_means_ce,-7.2724137,Object Count Error,two_means,12.4,-7.2724137
1552,14,145,12,10.9166666667,two_means_ce,-9.647255,Object Count Error,two_means,10.9166666667,-9.647255
1553,25,226,9,22.3333333333,two_means_ce,0.30834752,Object Count Error,two_means,22.3333333333,0.30834752
1554,31,111,13,6.15384615385,two_means_ce,-0.7165493,Object Count Error,two_means,6.15384615385,-0.7165493
1555,19,236,10,21.7,two_means_ce,-4.4806337,Object Count Error,two_means,21.7,-4.4806337
1556,17,111,9,10.4444444444,two_means_ce,-4.3871527,Object Count Error,two_means,10.4444444444,-4.3871527
1557,33,155,9,13.5555555556,two_means_ce,0.9639344,Object Count Error,two_means,13.5555555556,0.9639344
1558,39,211,15,11.4666666667,two_means_ce,0.1451876,Object Count Error,two_means,11.4666666667,0.1451876
1559,33,195,20,8.1,two_means_ce,-5.326087,Object Count Error,two_means,8.1,-5.326087
1560,18,179,23,7.0,two_means_ce,-8.981758,Object Count Error,two_means,7.0,-8.981758
1561,15,59,14,3.14285714286,two_means_ce,-9.341022,Object Count Error,two_means,3.14285714286,-9.341022
1562,49,156,17,6.29411764706,two_means_ce,0.64851487,Object Count Error,two_means,6.29411764706,0.64851487
1563,6,100,9,10.4444444444,two_means_ce,-5.9187818,Object Count Error,two_means,10.4444444444,-5.9187818
1564,46,172,20,6.3,two_means_ce,-0.8360071,Object Count Error,two_means,6.3,-0.8360071
1565,9,136,24,5.29166666667,two_means_ce,-3.1276948,Object Count Error,two_means,5.29166666667,-3.1276948
1566,46,229,21,8.71428571429,two_means_ce,-1.2941177,Object Count Error,two_means,8.71428571429,-1.2941177
1567,14,237,20,11.15,two_means_ce,-8.5044565,Object Count Error,two_means,11.15,-8.5044565
1568,14,93,5,15.8,two_means_ce,0.05987055,Object Count Error,two_means,15.8,0.05987055
1569,40,165,6,20.8333333333,two_means_ce,1.0,Object Count Error,two_means,20.8333333333,1.0
1570,33,153,10,12.0,two_means_ce,0.8641115,Object Count Error,two_means,12.0,0.8641115
1571,2,51,21,2.33333333333,two_means_ce,-0.47512865,Object Count Error,two_means,2.33333333333,-0.47512865
1572,1,132,11,11.9090909091,two_means_ce,0.36823735,Object Count Error,two_means,11.9090909091,0.36823735
1573,6,200,23,8.4347826087,two_means_ce,-1.3691275,Object Count Error,two_means,8.4347826087,-1.3691275
1574,36,124,22,4.0,two_means_ce,-4.7271295,Object Count Error,two_means,4.0,-4.7271295
1575,3,95,6,15.3333333333,two_means_ce,-1.5050336,Object Count Error,two_means,15.3333333333,-1.5050336
1576,37,192,20,7.75,two_means_ce,-3.591133,Object Count Error,two_means,7.75,-3.591133
1577,22,149,12,10.5833333333,two_means_ce,-4.429519,Object Count Error,two_means,10.5833333333,-4.429519
1578,40,215,13,13.4615384615,two_means_ce,0.7763158,Object Count Error,two_means,13.4615384615,0.7763158
1579,47,235,5,37.6,two_means_ce,1.0,Object Count Error,two_means,37.6,1.0
1580,26,103,18,4.27777777778,two_means_ce,-7.0895524,Object Count Error,two_means,4.27777777778,-7.0895524
1581,19,77,24,2.41666666667,two_means_ce,-9.991228,Object Count Error,two_means,2.41666666667,-9.991228
1582,32,118,25,3.44,two_means_ce,-8.672474,Object Count Error,two_means,3.44,-8.672474
1583,41,131,18,5.0,two_means_ce,-0.87113404,Object Count Error,two_means,5.0,-0.87113404
1584,37,161,13,9.53846153846,two_means_ce,0.52667814,Object Count Error,two_means,9.53846153846,0.52667814
1585,37,164,24,5.29166666667,two_means_ce,-6.734767,Object Count Error,two_means,5.29166666667,-6.734767
1586,17,58,5,8.2,two_means_ce,0.8465517,Object Count Error,two_means,8.2,0.8465517
1587,29,134,6,17.5,two_means_ce,1.0,Object Count Error,two_means,17.5,1.0
1588,30,196,12,13.8333333333,two_means_ce,-0.24958402,Object Count Error,two_means,13.8333333333,-0.24958402
1589,26,70,9,4.88888888889,two_means_ce,0.5336976,Object Count Error,two_means,4.88888888889,0.5336976
1590,8,152,25,5.76,two_means_ce,-2.5024877,Object Count Error,two_means,5.76,-2.5024877
1591,28,209,19,9.52631578947,two_means_ce,-7.4354563,Object Count Error,two_means,9.52631578947,-7.4354563
1592,11,78,24,2.79166666667,two_means_ce,-5.7298656,Object Count Error,two_means,2.79166666667,-5.7298656
1593,26,128,25,4.08,two_means_ce,-9.97099,Object Count Error,two_means,4.08,-9.97099
1594,12,214,22,9.18181818182,two_means_ce,-5.981917,Object Count Error,two_means,9.18181818182,-5.981917
1595,31,154,21,5.85714285714,two_means_ce,-7.168634,Object Count Error,two_means,5.85714285714,-7.168634
1596,33,170,16,8.5625,two_means_ce,-2.085427,Object Count Error,two_means,8.5625,-2.085427
1597,44,86,24,1.75,two_means_ce,-3.56,Object Count Error,two_means,1.75,-3.56
1598,12,112,12,8.33333333333,two_means_ce,-9.744646,Object Count Error,two_means,8.33333333333,-9.744646
1599,44,173,22,5.86363636364,two_means_ce,-2.3137255,Object Count Error,two_means,5.86363636364,-2.3137255
1600,19,63,6,7.33333333333,two_means_ce,0.74915826,Object Count Error,two_means,7.33333333333,0.74915826
1601,30,142,14,8.0,two_means_ce,-1.8059441,Object Count Error,two_means,8.0,-1.8059441
1602,24,150,16,7.875,two_means_ce,-7.228956,Object Count Error,two_means,7.875,-7.228956
1603,10,175,9,18.3333333333,two_means_ce,-10.589286,Object Count Error,two_means,18.3333333333,-10.589286
1604,13,200,9,20.7777777778,two_means_ce,-8.705061,Object Count Error,two_means,20.7777777778,-8.705061
1605,10,133,14,8.78571428571,two_means_ce,-8.008651,Object Count Error,two_means,8.78571428571,-8.008651
1606,50,236,10,18.6,two_means_ce,1.0,Object Count Error,two_means,18.6,1.0
1607,15,174,8,19.875,two_means_ce,-5.154762,Object Count Error,two_means,19.875,-5.154762
1608,20,175,25,6.2,two_means_ce,-10.129264,Object Count Error,two_means,6.2,-10.129264
1609,6,222,11,19.6363636364,two_means_ce,-4.231884,Object Count Error,two_means,19.6363636364,-4.231884
1610,46,154,15,7.2,two_means_ce,0.796875,Object Count Error,two_means,7.2,0.796875
1611,37,117,20,4.0,two_means_ce,-3.3926055,Object Count Error,two_means,4.0,-3.3926055
1612,35,234,13,15.3076923077,two_means_ce,0.27838257,Object Count Error,two_means,15.3076923077,0.27838257
1613,40,132,7,13.1428571429,two_means_ce,1.0,Object Count Error,two_means,13.1428571429,1.0
1614,36,103,18,3.72222222222,two_means_ce,-2.0048702,Object Count Error,two_means,3.72222222222,-2.0048702
1615,12,121,14,7.78571428571,two_means_ce,-9.49827,Object Count Error,two_means,7.78571428571,-9.49827
1616,3,218,15,14.3333333333,two_means_ce,-0.43421054,Object Count Error,two_means,14.3333333333,-0.43421054
1617,9,105,20,4.8,two_means_ce,-4.6882453,Object Count Error,two_means,4.8,-4.6882453
1618,43,103,24,2.5,two_means_ce,-3.4039736,Object Count Error,two_means,2.5,-3.4039736
1619,50,238,13,14.4615384615,two_means_ce,0.9828767,Object Count Error,two_means,14.4615384615,0.9828767
1620,39,187,23,6.4347826087,two_means_ce,-4.9005146,Object Count Error,two_means,6.4347826087,-4.9005146
1621,42,223,15,12.0666666667,two_means_ce,0.506734,Object Count Error,two_means,12.0666666667,0.506734
1622,9,152,9,15.8888888889,two_means_ce,-9.215655,Object Count Error,two_means,15.8888888889,-9.215655
1623,6,69,19,3.31578947368,two_means_ce,-3.0482528,Object Count Error,two_means,3.31578947368,-3.0482528
1624,39,240,10,20.1,two_means_ce,0.9917081,Object Count Error,two_means,20.1,0.9917081
1625,12,186,22,7.90909090909,two_means_ce,-5.697635,Object Count Error,two_means,7.90909090909,-5.697635
1626,38,210,12,14.3333333333,two_means_ce,0.8604651,Object Count Error,two_means,14.3333333333,0.8604651
1627,3,190,8,23.375,two_means_ce,-1.0133333,Object Count Error,two_means,23.375,-1.0133333
1628,27,155,11,11.6363636364,two_means_ce,-0.18512659,Object Count Error,two_means,11.6363636364,-0.18512659
1629,4,81,5,15.4,two_means_ce,-5.3982906,Object Count Error,two_means,15.4,-5.3982906
1630,11,183,17,10.1176470588,two_means_ce,-7.3771625,Object Count Error,two_means,10.1176470588,-7.3771625
1631,23,162,20,6.95,two_means_ce,-10.194346,Object Count Error,two_means,6.95,-10.194346
1632,33,126,21,4.42857142857,two_means_ce,-5.6819673,Object Count Error,two_means,4.42857142857,-5.6819673
1633,35,202,5,33.4,two_means_ce,1.0,Object Count Error,two_means,33.4,1.0
1634,39,91,5,10.4,two_means_ce,1.0,Object Count Error,two_means,10.4,1.0
1635,47,238,8,23.875,two_means_ce,1.0,Object Count Error,two_means,23.875,1.0
1636,49,152,9,11.4444444444,two_means_ce,1.0,Object Count Error,two_means,11.4444444444,1.0
1637,20,229,14,14.9285714286,two_means_ce,-7.7961164,Object Count Error,two_means,14.9285714286,-7.7961164
1638,46,151,6,17.5,two_means_ce,1.0,Object Count Error,two_means,17.5,1.0
1639,42,157,22,5.22727272727,two_means_ce,-2.7235773,Object Count Error,two_means,5.22727272727,-2.7235773
1640,7,178,8,21.375,two_means_ce,-9.143113,Object Count Error,two_means,21.375,-9.143113
1641,12,182,12,14.1666666667,two_means_ce,-10.296167,Object Count Error,two_means,14.1666666667,-10.296167
1642,3,195,25,7.68,two_means_ce,-0.24956971,Object Count Error,two_means,7.68,-0.24956971
1643,37,88,24,2.125,two_means_ce,-6.0848894,Object Count Error,two_means,2.125,-6.0848894
1644,27,135,10,10.8,two_means_ce,0.25853658,Object Count Error,two_means,10.8,0.25853658
1645,12,124,23,4.86956521739,two_means_ce,-5.762852,Object Count Error,two_means,4.86956521739,-5.762852
1646,30,119,13,6.84615384615,two_means_ce,-0.90365446,Object Count Error,two_means,6.84615384615,-0.90365446
1647,39,143,15,6.93333333333,two_means_ce,0.1369637,Object Count Error,two_means,6.93333333333,0.1369637
1648,38,88,25,2.0,two_means_ce,-6.0684934,Object Count Error,two_means,2.0,-6.0684934
1649,36,150,25,4.56,two_means_ce,-7.7738514,Object Count Error,two_means,4.56,-7.7738514
1650,9,170,6,26.8333333333,two_means_pe,-13.4375448227,Foreground Pixel Count Error,two_means,26.8333333333,-13.4375448227
1651,36,138,19,5.36842105263,two_means_pe,-14.0981273651,Foreground Pixel Count Error,two_means,5.36842105263,-14.0981273651
1652,24,74,16,3.125,two_means_pe,-14.2603807449,Foreground Pixel Count Error,two_means,3.125,-14.2603807449
1653,38,165,15,8.46666666667,two_means_pe,-16.6526374817,Foreground Pixel Count Error,two_means,8.46666666667,-16.6526374817
